17, 1, 1698, 983, 72, 40, -1, -1, -1, 0, , 
18, 7, 738, 1005, 75, 43, -1, -1, -1, 0, , 
18, 5, 215, 974, 58, 32, -1, -1, -1, 0, , 
18, 4, 30, 822, 102, 69, -1, -1, -1, 0, , 
18, 3, 1462, 452, 44, 64, -1, -1, -1, 0, , 
19, 7, 738, 1004, 74, 44, -1, -1, -1, 0, , 
19, 5, 215, 973, 58, 33, -1, -1, -1, 0, , 
19, 4, 30, 822, 102, 69, -1, -1, -1, 0, , 
19, 3, 1462, 452, 44, 64, -1, -1, -1, 0, , 
20, 7, 735, 1007, 75, 41, -1, -1, -1, 0, , 
20, 5, 216, 974, 60, 32, -1, -1, -1, 0, , 
20, 4, 31, 822, 101, 66, -1, -1, -1, 0, , 
20, 3, 1463, 452, 43, 63, -1, -1, -1, 0, , 
21, 7, 735, 1008, 76, 41, -1, -1, -1, 0, , 
21, 5, 216, 975, 61, 31, -1, -1, -1, 0, , 
21, 4, 31, 822, 101, 66, -1, -1, -1, 0, , 
21, 3, 1463, 452, 42, 63, -1, -1, -1, 0, , 
22, 7, 735, 1007, 73, 42, -1, -1, -1, 0, , 
22, 5, 216, 973, 59, 33, -1, -1, -1, 0, , 
22, 4, 30, 824, 102, 67, -1, -1, -1, 0, , 
22, 3, 1463, 453, 43, 64, -1, -1, -1, 0, , 
23, 7, 735, 1006, 73, 43, -1, -1, -1, 0, , 
23, 5, 215, 972, 60, 34, -1, -1, -1, 0, , 
23, 4, 30, 824, 102, 67, -1, -1, -1, 0, , 
23, 3, 1464, 453, 42, 64, -1, -1, -1, 0, , 
24, 7, 736, 1005, 67, 44, -1, -1, -1, 0, , 
24, 5, 215, 973, 59, 33, -1, -1, -1, 0, , 
24, 4, 30, 825, 102, 67, -1, -1, -1, 0, , 
24, 3, 1463, 453, 43, 64, -1, -1, -1, 0, , 
25, 10, 914, 557, 54, 142, -1, -1, -1, 0, , 
25, 7, 736, 1005, 67, 44, -1, -1, -1, 0, , 
25, 5, 216, 974, 59, 32, -1, -1, -1, 0, , 
25, 4, 29, 825, 102, 67, -1, -1, -1, 0, , 
25, 3, 1463, 453, 43, 64, -1, -1, -1, 0, , 
26, 10, 920, 586, 54, 146, -1, -1, -1, 0, , 
26, 7, 738, 1002, 62, 47, -1, -1, -1, 0, , 
26, 5, 216, 972, 60, 34, -1, -1, -1, 0, , 
26, 4, 30, 826, 101, 66, -1, -1, -1, 0, , 
26, 3, 1463, 452, 43, 63, -1, -1, -1, 0, , 
27, 10, 920, 585, 53, 147, -1, -1, -1, 0, , 
27, 7, 738, 1002, 60, 47, -1, -1, -1, 0, , 
27, 5, 216, 973, 60, 33, -1, -1, -1, 0, , 
27, 4, 30, 826, 102, 65, -1, -1, -1, 0, , 
27, 3, 1463, 453, 43, 63, -1, -1, -1, 0, , 
28, 10, 914, 612, 52, 147, -1, -1, -1, 0, , 
28, 7, 738, 997, 60, 52, -1, -1, -1, 0, , 
28, 5, 216, 972, 60, 33, -1, -1, -1, 0, , 
28, 4, 30, 827, 102, 65, -1, -1, -1, 0, , 
28, 3, 1462, 453, 43, 63, -1, -1, -1, 0, , 
29, 10, 914, 612, 52, 147, -1, -1, -1, 0, , 
29, 7, 738, 997, 60, 52, -1, -1, -1, 0, , 
29, 5, 216, 972, 60, 33, -1, -1, -1, 0, , 
29, 4, 30, 827, 102, 65, -1, -1, -1, 0, , 
29, 3, 1463, 454, 42, 62, -1, -1, -1, 0, , 
30, 10, 892, 641, 56, 144, -1, -1, -1, 0, , 
30, 7, 739, 998, 61, 52, -1, -1, -1, 0, , 
30, 5, 222, 973, 59, 35, -1, -1, -1, 0, , 
30, 4, 30, 827, 102, 62, -1, -1, -1, 0, , 
30, 3, 1464, 453, 41, 63, -1, -1, -1, 0, , 
31, 10, 892, 641, 56, 144, -1, -1, -1, 0, , 
31, 7, 739, 998, 63, 52, -1, -1, -1, 0, , 
31, 5, 222, 974, 57, 34, -1, -1, -1, 0, , 
31, 4, 30, 828, 103, 60, -1, -1, -1, 0, , 
31, 3, 1464, 454, 41, 63, -1, -1, -1, 0, , 
32, 10, 864, 668, 58, 143, -1, -1, -1, 0, , 
32, 7, 741, 993, 57, 56, -1, -1, -1, 0, , 
32, 5, 223, 973, 69, 36, -1, -1, -1, 0, , 
32, 4, 31, 828, 99, 60, -1, -1, -1, 0, , 
32, 3, 1463, 453, 42, 62, -1, -1, -1, 0, , 
33, 10, 864, 668, 58, 143, -1, -1, -1, 0, , 
33, 7, 741, 993, 57, 56, -1, -1, -1, 0, , 
33, 5, 223, 973, 68, 36, -1, -1, -1, 0, , 
33, 4, 31, 828, 99, 61, -1, -1, -1, 0, , 
33, 3, 1463, 453, 42, 63, -1, -1, -1, 0, , 
34, 10, 854, 699, 72, 135, -1, -1, -1, 0, , 
34, 7, 739, 989, 61, 60, -1, -1, -1, 0, , 
34, 5, 226, 971, 55, 37, -1, -1, -1, 0, , 
34, 4, 28, 829, 103, 61, -1, -1, -1, 0, , 
34, 3, 1463, 453, 43, 64, -1, -1, -1, 0, , 
35, 10, 854, 699, 73, 135, -1, -1, -1, 0, , 
35, 7, 739, 989, 62, 60, -1, -1, -1, 0, , 
35, 5, 226, 971, 56, 37, -1, -1, -1, 0, , 
35, 4, 28, 828, 104, 62, -1, -1, -1, 0, , 
35, 3, 1462, 453, 43, 64, -1, -1, -1, 0, , 
36, 10, 866, 718, 81, 125, -1, -1, -1, 0, , 
36, 7, 739, 987, 69, 62, -1, -1, -1, 0, , 
36, 5, 229, 971, 54, 37, -1, -1, -1, 0, , 
36, 4, 29, 829, 104, 58, -1, -1, -1, 0, , 
36, 3, 1462, 454, 42, 63, -1, -1, -1, 0, , 
37, 10, 866, 718, 81, 126, -1, -1, -1, 0, , 
37, 7, 739, 988, 68, 61, -1, -1, -1, 0, , 
37, 5, 229, 971, 56, 37, -1, -1, -1, 0, , 
37, 4, 28, 829, 104, 58, -1, -1, -1, 0, , 
37, 3, 1461, 453, 44, 63, -1, -1, -1, 0, , 
38, 10, 892, 731, 84, 112, -1, -1, -1, 0, , 
38, 7, 742, 990, 59, 59, -1, -1, -1, 0, , 
38, 5, 230, 965, 56, 41, -1, -1, -1, 0, , 
38, 4, 26, 829, 108, 58, -1, -1, -1, 0, , 
38, 3, 1462, 454, 42, 63, -1, -1, -1, 0, , 
39, 10, 892, 731, 84, 112, -1, -1, -1, 0, , 
39, 7, 741, 989, 60, 60, -1, -1, -1, 0, , 
39, 5, 230, 965, 56, 41, -1, -1, -1, 0, , 
39, 4, 26, 827, 108, 60, -1, -1, -1, 0, , 
39, 3, 1462, 454, 42, 63, -1, -1, -1, 0, , 
40, 7, 750, 1005, 53, 45, -1, -1, -1, 0, , 
40, 5, 230, 968, 64, 38, -1, -1, -1, 0, , 
40, 4, 27, 829, 106, 58, -1, -1, -1, 0, , 
40, 3, 1461, 454, 44, 63, -1, -1, -1, 0, , 
41, 7, 750, 1005, 53, 45, -1, -1, -1, 0, , 
41, 5, 230, 966, 66, 41, -1, -1, -1, 0, , 
41, 4, 27, 829, 106, 57, -1, -1, -1, 0, , 
41, 3, 1461, 454, 44, 64, -1, -1, -1, 0, , 
42, 11, 4, 946, 57, 33, -1, -1, -1, 0, , 
42, 7, 755, 990, 60, 60, -1, -1, -1, 0, , 
42, 5, 230, 964, 61, 42, -1, -1, -1, 0, , 
42, 4, 25, 827, 113, 59, -1, -1, -1, 0, , 
42, 3, 1461, 453, 45, 65, -1, -1, -1, 0, , 
43, 11, 7, 946, 56, 33, -1, -1, -1, 0, , 
43, 7, 756, 992, 60, 58, -1, -1, -1, 0, , 
43, 5, 230, 962, 61, 44, -1, -1, -1, 0, , 
43, 4, 26, 827, 111, 59, -1, -1, -1, 0, , 
43, 3, 1462, 453, 43, 64, -1, -1, -1, 0, , 
44, 11, 9, 945, 55, 34, -1, -1, -1, 0, , 
44, 7, 759, 987, 59, 64, -1, -1, -1, 0, , 
44, 5, 229, 964, 62, 41, -1, -1, -1, 0, , 
44, 4, 27, 828, 111, 57, -1, -1, -1, 0, , 
44, 3, 1461, 453, 45, 63, -1, -1, -1, 0, , 
45, 14, 188, 979, 45, 22, -1, -1, -1, 0, , 
45, 11, 9, 945, 56, 34, -1, -1, -1, 0, , 
45, 7, 759, 986, 59, 64, -1, -1, -1, 0, , 
45, 5, 231, 965, 58, 40, -1, -1, -1, 0, , 
45, 4, 27, 828, 110, 58, -1, -1, -1, 0, , 
45, 3, 1461, 452, 45, 64, -1, -1, -1, 0, , 
46, 11, 9, 944, 55, 35, -1, -1, -1, 0, , 
46, 7, 755, 980, 63, 69, -1, -1, -1, 0, , 
46, 5, 202, 967, 89, 38, -1, -1, -1, 0, , 
46, 4, 26, 827, 114, 58, -1, -1, -1, 0, , 
46, 3, 1462, 452, 44, 66, -1, -1, -1, 0, , 
47, 11, 8, 944, 55, 35, -1, -1, -1, 0, , 
47, 7, 754, 980, 64, 69, -1, -1, -1, 0, , 
47, 5, 205, 967, 88, 38, -1, -1, -1, 0, , 
47, 4, 26, 827, 114, 58, -1, -1, -1, 0, , 
47, 3, 1462, 452, 44, 65, -1, -1, -1, 0, , 
48, 11, 11, 940, 54, 39, -1, -1, -1, 0, , 
48, 7, 755, 980, 73, 68, -1, -1, -1, 0, , 
48, 5, 198, 966, 92, 39, -1, -1, -1, 0, , 
48, 4, 29, 828, 110, 60, -1, -1, -1, 0, , 
48, 3, 1463, 453, 42, 65, -1, -1, -1, 0, , 
49, 11, 13, 940, 51, 39, -1, -1, -1, 0, , 
49, 7, 756, 979, 73, 69, -1, -1, -1, 0, , 
49, 5, 200, 965, 89, 40, -1, -1, -1, 0, , 
49, 4, 28, 829, 110, 59, -1, -1, -1, 0, , 
49, 3, 1463, 454, 42, 64, -1, -1, -1, 0, , 
50, 15, 1662, 996, 68, 29, -1, -1, -1, 0, , 
50, 11, 13, 940, 53, 39, -1, -1, -1, 0, , 
50, 7, 769, 970, 72, 80, -1, -1, -1, 0, , 
50, 5, 204, 967, 89, 39, -1, -1, -1, 0, , 
50, 4, 30, 831, 106, 56, -1, -1, -1, 0, , 
50, 3, 1463, 454, 43, 63, -1, -1, -1, 0, , 
51, 16, 1182, 740, 51, 139, -1, -1, -1, 0, , 
51, 15, 1661, 996, 72, 29, -1, -1, -1, 0, , 
51, 11, 14, 940, 55, 38, -1, -1, -1, 0, , 
51, 7, 769, 971, 72, 78, -1, -1, -1, 0, , 
51, 5, 204, 967, 89, 39, -1, -1, -1, 0, , 
51, 4, 29, 831, 106, 56, -1, -1, -1, 0, , 
51, 3, 1463, 454, 42, 63, -1, -1, -1, 0, , 
52, 16, 1178, 762, 51, 141, -1, -1, -1, 0, , 
52, 15, 1659, 997, 77, 27, -1, -1, -1, 0, , 
52, 11, 13, 941, 57, 38, -1, -1, -1, 0, , 
52, 7, 764, 967, 77, 82, -1, -1, -1, 0, , 
52, 5, 196, 967, 97, 39, -1, -1, -1, 0, , 
52, 4, 29, 831, 105, 57, -1, -1, -1, 0, , 
52, 3, 1464, 455, 41, 62, -1, -1, -1, 0, , 
53, 16, 1178, 762, 51, 141, -1, -1, -1, 0, , 
53, 15, 1658, 997, 79, 28, -1, -1, -1, 0, , 
53, 11, 12, 941, 60, 38, -1, -1, -1, 0, , 
53, 7, 764, 967, 76, 83, -1, -1, -1, 0, , 
53, 5, 198, 968, 94, 38, -1, -1, -1, 0, , 
53, 4, 29, 831, 105, 57, -1, -1, -1, 0, , 
53, 3, 1464, 455, 41, 62, -1, -1, -1, 0, , 
54, 16, 1174, 785, 56, 145, -1, -1, -1, 0, , 
54, 15, 1659, 997, 73, 29, -1, -1, -1, 0, , 
54, 11, 12, 939, 53, 40, -1, -1, -1, 0, , 
54, 7, 766, 968, 75, 82, -1, -1, -1, 0, , 
54, 5, 198, 968, 94, 38, -1, -1, -1, 0, , 
54, 4, 29, 831, 104, 59, -1, -1, -1, 0, , 
54, 3, 1465, 456, 39, 61, -1, -1, -1, 0, , 
55, 16, 1174, 785, 56, 145, -1, -1, -1, 0, , 
55, 15, 1659, 997, 73, 29, -1, -1, -1, 0, , 
55, 11, 13, 939, 53, 40, -1, -1, -1, 0, , 
55, 7, 766, 967, 75, 83, -1, -1, -1, 0, , 
55, 5, 199, 968, 92, 39, -1, -1, -1, 0, , 
55, 4, 28, 830, 106, 61, -1, -1, -1, 0, , 
55, 3, 1465, 455, 40, 62, -1, -1, -1, 0, , 
56, 16, 1185, 808, 62, 129, -1, -1, -1, 0, , 
56, 15, 1656, 994, 75, 31, -1, -1, -1, 0, , 
56, 11, 13, 938, 56, 41, -1, -1, -1, 0, , 
56, 7, 765, 967, 77, 83, -1, -1, -1, 0, , 
56, 5, 198, 968, 94, 38, -1, -1, -1, 0, , 
56, 4, 22, 830, 109, 62, -1, -1, -1, 0, , 
56, 3, 1462, 453, 43, 63, -1, -1, -1, 0, , 
57, 16, 1185, 808, 63, 131, -1, -1, -1, 0, , 
57, 15, 1655, 994, 76, 32, -1, -1, -1, 0, , 
57, 11, 12, 937, 56, 42, -1, -1, -1, 0, , 
57, 7, 765, 968, 78, 82, -1, -1, -1, 0, , 
57, 5, 200, 967, 92, 39, -1, -1, -1, 0, , 
57, 4, 22, 830, 109, 62, -1, -1, -1, 0, , 
57, 3, 1462, 453, 43, 63, -1, -1, -1, 0, , 
58, 15, 1653, 994, 79, 32, -1, -1, -1, 0, , 
58, 11, 9, 937, 55, 42, -1, -1, -1, 0, , 
58, 7, 767, 969, 81, 81, -1, -1, -1, 0, , 
58, 5, 198, 968, 94, 38, -1, -1, -1, 0, , 
58, 4, 26, 830, 105, 64, -1, -1, -1, 0, , 
58, 3, 1462, 453, 43, 64, -1, -1, -1, 0, , 
59, 15, 1653, 995, 78, 30, -1, -1, -1, 0, , 
59, 11, 11, 938, 51, 41, -1, -1, -1, 0, , 
59, 7, 766, 969, 83, 81, -1, -1, -1, 0, , 
59, 5, 198, 968, 94, 38, -1, -1, -1, 0, , 
59, 4, 26, 829, 105, 65, -1, -1, -1, 0, , 
59, 3, 1462, 453, 43, 62, -1, -1, -1, 0, , 
60, 15, 1653, 999, 73, 25, -1, -1, -1, 0, , 
60, 11, 6, 936, 55, 43, -1, -1, -1, 0, , 
60, 7, 765, 970, 88, 81, -1, -1, -1, 0, , 
60, 5, 200, 969, 89, 37, -1, -1, -1, 0, , 
60, 4, 30, 832, 102, 63, -1, -1, -1, 0, , 
60, 3, 1462, 453, 45, 65, -1, -1, -1, 0, , 
61, 11, 6, 936, 55, 43, -1, -1, -1, 0, , 
61, 7, 765, 970, 88, 81, -1, -1, -1, 0, , 
61, 5, 200, 969, 89, 37, -1, -1, -1, 0, , 
61, 4, 30, 832, 102, 63, -1, -1, -1, 0, , 
61, 3, 1462, 453, 45, 65, -1, -1, -1, 0, , 
62, 11, 5, 935, 58, 44, -1, -1, -1, 0, , 
62, 7, 776, 976, 84, 74, -1, -1, -1, 0, , 
62, 5, 197, 970, 92, 36, -1, -1, -1, 0, , 
62, 4, 31, 831, 101, 64, -1, -1, -1, 0, , 
62, 3, 1462, 453, 45, 65, -1, -1, -1, 0, , 
63, 11, 7, 934, 56, 45, -1, -1, -1, 0, , 
63, 7, 775, 975, 85, 76, -1, -1, -1, 0, , 
63, 5, 197, 970, 92, 36, -1, -1, -1, 0, , 
63, 4, 31, 831, 101, 64, -1, -1, -1, 0, , 
63, 3, 1463, 453, 44, 65, -1, -1, -1, 0, , 
64, 11, 9, 935, 68, 44, -1, -1, -1, 0, , 
64, 7, 773, 972, 95, 78, -1, -1, -1, 0, , 
64, 5, 210, 970, 82, 36, -1, -1, -1, 0, , 
64, 4, 30, 835, 101, 60, -1, -1, -1, 0, , 
64, 3, 1463, 452, 43, 66, -1, -1, -1, 0, , 
65, 11, 8, 933, 69, 46, -1, -1, -1, 0, , 
65, 7, 773, 972, 94, 78, -1, -1, -1, 0, , 
65, 5, 215, 969, 78, 37, -1, -1, -1, 0, , 
65, 4, 30, 836, 101, 59, -1, -1, -1, 0, , 
65, 3, 1463, 452, 43, 66, -1, -1, -1, 0, , 
66, 11, 8, 933, 68, 46, -1, -1, -1, 0, , 
66, 7, 777, 971, 92, 79, -1, -1, -1, 0, , 
66, 5, 208, 968, 83, 38, -1, -1, -1, 0, , 
66, 4, 30, 832, 101, 64, -1, -1, -1, 0, , 
66, 3, 1463, 452, 43, 66, -1, -1, -1, 0, , 
67, 20, 65, 147, 40, 24, -1, -1, -1, 0, , 
67, 11, 9, 934, 69, 45, -1, -1, -1, 0, , 
67, 7, 778, 971, 91, 79, -1, -1, -1, 0, , 
67, 5, 206, 968, 84, 38, -1, -1, -1, 0, , 
67, 4, 30, 833, 101, 62, -1, -1, -1, 0, , 
67, 3, 1463, 452, 44, 66, -1, -1, -1, 0, , 
68, 19, 1365, 960, 69, 59, -1, -1, -1, 0, , 
68, 15, 1648, 999, 73, 26, -1, -1, -1, 0, , 
68, 11, 7, 933, 75, 47, -1, -1, -1, 0, , 
68, 7, 780, 971, 94, 78, -1, -1, -1, 0, , 
68, 5, 211, 968, 81, 38, -1, -1, -1, 0, , 
68, 4, 31, 830, 98, 68, -1, -1, -1, 0, , 
68, 3, 1462, 452, 45, 66, -1, -1, -1, 0, , 
69, 19, 1365, 960, 69, 58, -1, -1, -1, 0, , 
69, 15, 1648, 999, 73, 25, -1, -1, -1, 0, , 
69, 11, 7, 933, 74, 47, -1, -1, -1, 0, , 
69, 7, 781, 972, 94, 77, -1, -1, -1, 0, , 
69, 5, 204, 969, 86, 37, -1, -1, -1, 0, , 
69, 4, 31, 830, 98, 68, -1, -1, -1, 0, , 
69, 3, 1463, 452, 44, 66, -1, -1, -1, 0, , 
70, 19, 1366, 958, 70, 61, -1, -1, -1, 0, , 
70, 11, 9, 932, 74, 49, -1, -1, -1, 0, , 
70, 7, 784, 970, 86, 79, -1, -1, -1, 0, , 
70, 5, 206, 968, 85, 38, -1, -1, -1, 0, , 
70, 4, 30, 828, 101, 70, -1, -1, -1, 0, , 
70, 3, 1462, 451, 45, 67, -1, -1, -1, 0, , 
71, 19, 1366, 958, 71, 62, -1, -1, -1, 0, , 
71, 11, 12, 929, 69, 52, -1, -1, -1, 0, , 
71, 7, 783, 970, 87, 79, -1, -1, -1, 0, , 
71, 5, 213, 970, 79, 36, -1, -1, -1, 0, , 
71, 4, 30, 828, 100, 69, -1, -1, -1, 0, , 
71, 3, 1462, 451, 45, 67, -1, -1, -1, 0, , 
72, 20, 63, 147, 42, 25, -1, -1, -1, 0, , 
72, 19, 1366, 959, 70, 59, -1, -1, -1, 0, , 
72, 11, 14, 928, 66, 53, -1, -1, -1, 0, , 
72, 7, 780, 971, 94, 78, -1, -1, -1, 0, , 
72, 5, 223, 967, 67, 39, -1, -1, -1, 0, , 
72, 4, 29, 827, 101, 71, -1, -1, -1, 0, , 
72, 3, 1462, 452, 45, 66, -1, -1, -1, 0, , 
73, 20, 64, 147, 42, 25, -1, -1, -1, 0, , 
73, 19, 1366, 959, 70, 59, -1, -1, -1, 0, , 
73, 11, 13, 928, 67, 53, -1, -1, -1, 0, , 
73, 7, 779, 971, 94, 78, -1, -1, -1, 0, , 
73, 5, 225, 968, 64, 38, -1, -1, -1, 0, , 
73, 4, 29, 826, 100, 72, -1, -1, -1, 0, , 
73, 3, 1462, 452, 45, 66, -1, -1, -1, 0, , 
74, 20, 64, 147, 41, 25, -1, -1, -1, 0, , 
74, 11, 13, 928, 64, 51, -1, -1, -1, 0, , 
74, 7, 774, 971, 100, 78, -1, -1, -1, 0, , 
74, 5, 226, 968, 63, 38, -1, -1, -1, 0, , 
74, 4, 28, 827, 102, 72, -1, -1, -1, 0, , 
74, 3, 1461, 451, 47, 67, -1, -1, -1, 0, , 
75, 20, 63, 147, 42, 25, -1, -1, -1, 0, , 
75, 11, 13, 927, 64, 53, -1, -1, -1, 0, , 
75, 7, 766, 971, 106, 78, -1, -1, -1, 0, , 
75, 5, 225, 970, 65, 36, -1, -1, -1, 0, , 
75, 4, 28, 827, 102, 72, -1, -1, -1, 0, , 
75, 3, 1461, 452, 47, 66, -1, -1, -1, 0, , 
76, 11, 14, 923, 61, 56, -1, -1, -1, 0, , 
76, 7, 773, 970, 101, 79, -1, -1, -1, 0, , 
76, 5, 224, 968, 64, 38, -1, -1, -1, 0, , 
76, 4, 25, 829, 102, 66, -1, -1, -1, 0, , 
76, 3, 1461, 451, 45, 67, -1, -1, -1, 0, , 
77, 22, 1845, 570, 51, 154, -1, -1, -1, 0, , 
77, 11, 14, 922, 59, 58, -1, -1, -1, 0, , 
77, 7, 773, 970, 101, 79, -1, -1, -1, 0, , 
77, 5, 225, 969, 64, 38, -1, -1, -1, 0, , 
77, 4, 25, 828, 102, 68, -1, -1, -1, 0, , 
77, 3, 1461, 451, 45, 67, -1, -1, -1, 0, , 
78, 22, 1842, 553, 55, 152, -1, -1, -1, 0, , 
78, 19, 1366, 956, 68, 64, -1, -1, -1, 0, , 
78, 15, 1635, 987, 78, 39, -1, -1, -1, 0, , 
78, 11, 14, 922, 58, 57, -1, -1, -1, 0, , 
78, 7, 784, 971, 88, 78, -1, -1, -1, 0, , 
78, 5, 230, 969, 54, 38, -1, -1, -1, 0, , 
78, 4, 26, 830, 101, 65, -1, -1, -1, 0, , 
78, 3, 1462, 452, 43, 66, -1, -1, -1, 0, , 
79, 22, 1842, 553, 55, 152, -1, -1, -1, 0, , 
79, 19, 1366, 956, 68, 64, -1, -1, -1, 0, , 
79, 15, 1635, 985, 78, 41, -1, -1, -1, 0, , 
79, 11, 13, 922, 59, 57, -1, -1, -1, 0, , 
79, 7, 785, 971, 85, 78, -1, -1, -1, 0, , 
79, 5, 230, 969, 53, 38, -1, -1, -1, 0, , 
79, 4, 26, 830, 101, 65, -1, -1, -1, 0, , 
80, 22, 1826, 528, 59, 152, -1, -1, -1, 0, , 
80, 19, 1374, 957, 63, 66, -1, -1, -1, 0, , 
80, 15, 1632, 981, 82, 44, -1, -1, -1, 0, , 
80, 11, 12, 918, 58, 61, -1, -1, -1, 0, , 
80, 7, 782, 971, 90, 78, -1, -1, -1, 0, , 
80, 5, 230, 970, 52, 37, -1, -1, -1, 0, , 
80, 4, 25, 829, 100, 65, -1, -1, -1, 0, , 
81, 22, 1827, 528, 58, 152, -1, -1, -1, 0, , 
81, 19, 1381, 957, 57, 66, -1, -1, -1, 0, , 
81, 15, 1632, 981, 81, 43, -1, -1, -1, 0, , 
81, 11, 12, 918, 58, 61, -1, -1, -1, 0, , 
81, 7, 783, 971, 87, 78, -1, -1, -1, 0, , 
81, 5, 230, 970, 53, 37, -1, -1, -1, 0, , 
81, 4, 25, 829, 100, 65, -1, -1, -1, 0, , 
82, 22, 1808, 502, 60, 153, -1, -1, -1, 0, , 
82, 19, 1375, 963, 65, 55, -1, -1, -1, 0, , 
82, 15, 1632, 985, 80, 40, -1, -1, -1, 0, , 
82, 11, 12, 916, 55, 63, -1, -1, -1, 0, , 
82, 7, 764, 971, 111, 77, -1, -1, -1, 0, , 
82, 5, 229, 971, 56, 36, -1, -1, -1, 0, , 
82, 4, 27, 827, 103, 65, -1, -1, -1, 0, , 
82, 3, 1462, 451, 44, 67, -1, -1, -1, 0, , 
83, 22, 1808, 501, 60, 154, -1, -1, -1, 0, , 
83, 19, 1375, 964, 64, 54, -1, -1, -1, 0, , 
83, 15, 1632, 985, 80, 40, -1, -1, -1, 0, , 
83, 11, 14, 916, 51, 63, -1, -1, -1, 0, , 
83, 7, 765, 970, 108, 79, -1, -1, -1, 0, , 
83, 5, 229, 971, 56, 36, -1, -1, -1, 0, , 
